#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:L_align_adj" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:L_align_adj" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:L_align_adj">
#                <taxonset id="TaxonSet.L_align_adj" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:L_align_adj" name="distribution" x="@birthRate.t:L_align_adj">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:L_align_adj" name="distribution">
#            <parameter id="gammaShape.s:L_align_adj" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="PropInvariantPrior.s:L_align_adj" name="distribution">
#            <parameter id="proportionInvariant.s:L_align_adj" lower="0.0" name="x" upper="1.0">0.01</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:L_align_adj" name="distribution">
#            <parameter id="ucldStdev.c:L_align_adj" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@L_align_adj" id="treeLikelihood.L_align_adj" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:L_align_adj">
#            <siteModel gammaCategoryCount="10" id="SiteModel.s:L_align_adj" proportionInvariant="@proportionInvariant.s:L_align_adj" shape="@gammaShape.s:L_align_adj" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:L_align_adj" name="mutationRate">1.0</parameter>
#                <substModel id="Blosum62.s:L_align_adj" spec="beast.evolution.substitutionmodel.Blosum62"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:L_align_adj" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:L_align_adj">
#                <LogNormal S="@ucldStdev.c:L_align_adj" id="LogNormalDistributionModel.c:L_align_adj" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="122" id="rateCategories.c:L_align_adj" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:L_align_adj" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	mutationRate	proportionInvariant	gammaShape	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation
950000	-191571.45346171045	-191538.96236927697	-32.49109243349341	-191538.96236927697	3.1370617184389094	-31.694895707299402	1.9044914344523984	1.0	0.020310507046994046	1.0428688813477893	0.1983202284119668	0.993288139737638	0.04296503694760421	0.209076100827025
951000	-191571.95242900093	-191542.0316088549	-29.92082014604723	-191542.0316088549	2.655947137148339	-29.11226719299549	1.791420674447481	1.0	0.020310507046994046	1.0428688813477893	0.2008288909121802	0.9878215125097571	0.04343673525140318	0.20910899340121902
952000	-191575.70647173905	-191545.36371211743	-30.34275962161284	-191545.36371211743	3.084394455907461	-29.50122951444566	1.7942759619683193	1.0	0.020310507046994046	1.0428688813477893	0.20759592259707174	0.9855978302111111	0.045256762480571935	0.21260776116286154
953000	-191588.37061972043	-191558.07977940905	-30.29084031139343	-191558.07977940905	2.961032015494118	-29.428918568938016	1.5770836100489602	1.0	0.020310507046994046	1.0428688813477893	0.21183188417903262	0.9825388128452553	0.04849398847040493	0.22168979438048866
954000	-191577.74785310254	-191543.859073153	-33.88877994953685	-191543.859073153	3.2761032431227797	-32.95628005428039	1.4098238708078896	1.0	0.020310507046994046	1.0428688813477893	0.22678929811349066	0.9634558438214694	0.055725143712360384	0.2410871538637741
955000	-191567.0095307195	-191532.49979006578	-34.50974065372342	-191532.49979006578	3.1161498242904986	-33.67018949179766	1.4252818943242562	1.0	0.020310507046994046	1.0428688813477893	0.20718691812882847	0.9904457887637061	0.047792152378907826	0.22120954776798923
956000	-191571.35518750065	-191537.3445859613	-34.01060153935284	-191537.3445859613	2.983098413193778	-33.184635990978364	1.6184671689341463	1.0	0.020310507046994046	1.0428688813477893	0.20438909200953306	0.9998018138136555	0.04813961126650707	0.22002867818502958
957000	-191567.37978852395	-191532.05181112787	-35.32797739609159	-191532.05181112787	3.0440187795554907	-34.54009144262368	1.1873590716355131	1.0	0.020310507046994046	1.0428688813477893	0.19664123939046585	0.9929504394226314	0.04524152987994283	0.21589055803726873
958000	-191566.3565253386	-191532.2929363797	-34.063588958902095	-191532.2929363797	3.2026831979122083	-33.2214363201175	1.7876374426360542	1.0	0.020310507046994046	1.0428688813477893	0.20772466269091694	0.9982925398950513	0.04881961636977347	0.22235127423214593
959000	-191558.8415917151	-191525.4762915877	-33.36530012740789	-191525.4762915877	3.0497200681789383	-32.534367077179446	1.3568250122404426	1.0	0.020310507046994046	1.0428688813477893	0.2054100677560416	0.9966130360328724	0.04703056582580037	0.21811002106768737
960000	-191567.56705289215	-191535.59423529706	-31.972817595091207	-191535.59423529706	2.9710518510819064	-31.225781048980913	1.4314573948888536	1.0	0.020310507046994046	1.0428688813477893	0.18848723270175846	0.9903539302809894	0.04012749785839988	0.20194077253018286
961000	-191573.00505843767	-191537.3923901817	-35.612668255980815	-191537.3923901817	3.404154041880058	-34.86270136679037	1.3763252887948614	1.0	0.020310507046994046	1.0052758044599155	0.1965755187435536	0.989110501574905	0.04088255957960451	0.204521554228741
962000	-191572.23147116433	-191538.1310767833	-34.10039438102752	-191538.1310767833	3.1638276843180186	-33.36067571329232	1.6104361489745622	1.0	0.020310507046994046	1.0052758044599155	0.1945147264311021	0.9927003952517692	0.04103047694090284	0.20485385792786587
963000	-191573.02239534023	-191540.58131310152	-32.44108223872251	-191540.58131310152	3.2354834805046226	-31.646461675009	1.422432851671608	1.0	0.020310507046994046	1.0052758044599155	0.20567364941624583	0.9882466394407418	0.04803172171753503	0.22038868720885543
964000	-191567.9442738258	-191534.21676863852	-33.72750518725955	-191534.21676863852	3.0790064359199594	-32.9507737871986	1.4476232098058364	1.0	0.020310507046994046	1.0052758044599155	0.20200572149676888	0.9818195833097874	0.046275172272741444	0.21838062520255805
965000	-191584.24708978875	-191549.1478557575	-35.09923403124261	-191549.1478557575	3.667501296809993	-34.350585200962186	1.5370162312849225	1.0	0.020310507046994046	1.0052758044599155	0.19630989741646684	0.9904018974444619	0.04344259840967699	0.21140128636349953
966000	-191582.42233842646	-191546.6206676728	-35.80167075364509	-191546.6206676728	3.619135070068077	-35.04435386950364	1.4404576759058492	1.0	0.020310507046994046	1.0052758044599155	0.19805982922268073	0.9907920050512339	0.04402703524124916	0.21329960383943367
967000	-191569.4208567013	-191536.04234690414	-33.37850979714687	-191536.04234690414	3.131034676697214	-32.66240404723921	1.7257022204046903	1.0	0.021572956828667673	1.0052758044599155	0.18980582042799987	0.9894694035767005	0.04056444840261309	0.2022841971164911
968000	-191568.27134817714	-191534.94255172982	-33.328796447310516	-191534.94255172982	3.0802783245386913	-32.59423718077561	1.8445329674373532	1.0	0.021572956828667673	1.0052758044599155	0.19348113318177967	0.9899858423087403	0.03824779522251347	0.1981455783448238
969000	-191575.49610816105	-191540.47844326828	-35.01766489276804	-191540.47844326828	3.2536284720775006	-34.33992148498252	1.2107087649942603	1.0	0.021572956828667673	1.0052758044599155	0.1822742829092886	0.9918859267454153	0.03253815472447206	0.1823339673438458
970000	-191571.3924855136	-191538.52007599804	-32.872409515566936	-191538.52007599804	3.5377544935424305	-32.12176999220135	1.640014629345517	1.0	0.021572956828667673	1.0052758044599155	0.19671113644927618	0.9956992311592	0.03790674992955896	0.19449774057061453
971000	-191572.2444843018	-191538.69125537647	-33.55322892533464	-191538.69125537647	3.1209617436626065	-32.80781413540185	1.914875898994234	1.0	0.021572956828667673	1.0052758044599155	0.19565887795266135	0.9878310590634914	0.03872726762300118	0.1971686945100658
972000	-191564.05900554068	-191529.01018425758	-35.048821283109966	-191529.01018425758	3.3623170984254718	-34.2647646450348	1.8744716063552311	1.0	0.021572956828667673	1.0052758044599155	0.20350396433965526	0.9855482940716601	0.04260535332653906	0.20603578948332543
973000	-191564.89235065956	-191531.5308541454	-33.36149651415648	-191531.5308541454	3.573280761037611	-32.64641474047382	1.561369964237992	1.0	0.021572956828667673	1.0052758044599155	0.1896028688417733	0.9853131707926984	0.03932720312841185	0.1991954800847246
974000	-191554.61235312058	-191519.33513683444	-35.27721628612331	-191519.33513683444	3.597849457249131	-34.58551022538241	1.8433109085281583	1.0	0.021572956828667673	0.9959183826040879	0.1868349818591396	0.9832100136097838	0.04270092463945222	0.20691150943658865
975000	-191560.2875425312	-191526.13918989978	-34.1483526314375	-191526.13918989978	3.226196528306818	-33.368751216945455	1.3097778042019466	1.0	0.021572956828667673	0.9959183826040879	0.20450948583681525	0.9841686052686562	0.04921810814525435	0.2230579616005141
976000	-191555.83140086493	-191521.50680617723	-34.32459468769212	-191521.50680617723	3.2931734811518107	-33.584280903823625	1.477944754876455	1.0	0.021572956828667673	0.9959183826040879	0.19651591648615238	0.9866576828041737	0.04410063069041503	0.21068688039633887
977000	-191558.39241573683	-191525.6213720574	-32.771043679437746	-191525.6213720574	3.201536211084734	-32.054679337459234	1.449338034113414	1.0	0.021572956828667673	0.9959183826040879	0.1917167952557955	0.9837009941339876	0.041289311998247175	0.20502105801518702
978000	-191569.48936031014	-191533.11659109974	-36.3727692104028	-191533.11659109974	3.2155443895462343	-35.52618606603582	1.9834733132601396	1.0	0.021572956828667673	0.9959183826040879	0.21847509944081145	0.995901401734857	0.05303996656116052	0.23294095247820482
979000	-191551.21583592644	-191517.2963960383	-33.919439888141625	-191517.2963960383	3.2044195475705886	-33.14734957461166	1.5044550979143916	1.0	0.021572956828667673	0.9959183826040879	0.20296977182083006	0.9951486702283103	0.045291573141769806	0.21419219054760383
980000	-191560.81763158055	-191523.71787123618	-37.099760344364874	-191523.71787123618	2.9735300539549514	-36.3220891254371	1.1047377509806482	1.0	0.021572956828667673	0.9959183826040879	0.20411329718492913	0.9940562835844283	0.04718394157947061	0.21792293907012417
981000	-191567.92531344894	-191533.43343940983	-34.49187403911065	-191533.43343940983	3.0675575272615716	-33.724364084108466	1.8052257231325206	1.0	0.021572956828667673	0.9959183826040879	0.20203348618064942	0.9941426734505413	0.04612932471396477	0.21634638776408982
982000	-191574.60258180185	-191541.19622718164	-33.40635462021651	-191541.19622718164	3.210985455449374	-32.68402390602826	1.6113191388055166	1.0	0.021572956828667673	0.9959183826040879	0.19290708890432412	1.008894368435174	0.04316777684521808	0.20746565776220707
983000	-191567.41224736447	-191533.05745565685	-34.354791707608896	-191533.05745565685	2.969783025029442	-33.64254105503014	1.1982891675860217	1.0	0.021572956828667673	0.9959183826040879	0.19089816479651345	0.9994728364958099	0.03794182988723631	0.1966112234212659
984000	-191556.68294343265	-191525.02672335203	-31.656220080626703	-191525.02672335203	3.0683675180802648	-30.963184545828884	1.7186645181163231	1.0	0.021572956828667673	0.9959183826040879	0.18709663942866808	1.005555390730441	0.0374748111526427	0.1946132465133459
985000	-191565.8891464797	-191532.84944645612	-33.03970002356242	-191532.84944645612	2.856578636576204	-32.29096435211175	1.3627656285748455	1.0	0.021572956828667673	0.9959183826040879	0.19821688932648288	0.9995611268419019	0.038314656047488696	0.19798908462614725
986000	-191566.23094245789	-191532.76724055098	-33.463701906914615	-191532.76724055098	3.2358005784225448	-32.672283488312175	1.6620145290968762	1.0	0.021572956828667673	0.989439860259721	0.2082823717164895	0.9962545496573335	0.03676203545350268	0.19429509031803124
987000	-191561.1408564433	-191529.60743452262	-31.53342192067989	-191529.60743452262	2.9888978571791083	-30.763944151175203	1.453717307905265	1.0	0.021572956828667673	0.989439860259721	0.2037615924519628	1.0028237548928678	0.04074314176005819	0.2017200813369685
988000	-191584.2895794551	-191549.12084998866	-35.168729466445306	-191549.12084998866	3.1766554452182096	-34.441561205736406	1.8613503846809665	1.0	0.021572956828667673	0.989439860259721	0.19517428761868608	1.007037780434446	0.03925352503841757	0.1979005396129934
989000	-191577.07668046688	-191545.01931122734	-32.05736923954677	-191545.01931122734	3.244192072060415	-31.314771117030226	1.7926715023321647	1.0	0.021572956828667673	0.989439860259721	0.1982859012407671	1.0083730531957147	0.038922512777810815	0.19784703935699088
990000	-191565.936511613	-191533.81574610027	-32.12076551273587	-191533.81574610027	3.2184373100610215	-31.459413916499763	1.606917076360885	1.0	0.021572956828667673	0.989439860259721	0.18216624468934228	0.9949250974772671	0.03308272248691545	0.18225444034843108
991000	-191574.53426806055	-191541.3004029694	-33.2338650911532	-191541.3004029694	3.1018615024289473	-32.45716353647821	1.7748513541008797	1.0	0.021572956828667673	1.01173300154007	0.20068321802987915	0.9901164313580492	0.040305912564469096	0.20041690230920428
992000	-191570.4623464627	-191536.5950029955	-33.8673434671908	-191536.5950029955	3.1748199753500512	-33.13492952702684	1.3601841117527007	1.0	0.021572956828667673	1.01173300154007	0.1917636071139644	1.0074012820977176	0.03528048030782881	0.18793964374132352
993000	-191565.04070845776	-191531.39180780583	-33.648900651924244	-191531.39180780583	3.181626711779314	-32.94050753850838	1.4972371728483238	1.0	0.021572956828667673	1.01173300154007	0.18700666800653512	1.000074282868839	0.03098613613177079	0.17724178829386564
994000	-191566.39306883683	-191533.27163424657	-33.12143459024445	-191533.27163424657	3.2219021573850872	-32.35340101546658	1.6159877222183936	1.0	0.021572956828667673	1.01173300154007	0.19892242597855328	0.9979983969101788	0.034526329154169706	0.18572430477059793
995000	-191565.76898191354	-191536.19757961834	-29.57140229519703	-191536.19757961834	2.6717407769947696	-28.829874011186817	1.768130746210498	1.0	0.021572956828667673	1.01173300154007	0.19358355016696235	0.9815142046524904	0.029544198218565878	0.17454580250229784
996000	-191566.77486049535	-191532.92389568742	-33.850964807948074	-191532.92389568742	3.3988108703800877	-33.130222538740206	1.400344014681921	1.0	0.021572956828667673	1.01173300154007	0.18944503524375778	0.9930672638677616	0.0295422800694775	0.1737326027517589
997000	-191567.73954078532	-191532.02312601524	-35.71641477008574	-191532.02312601524	3.41552390218705	-34.953458809276896	1.3341188599929712	1.0	0.02498440365296564	1.01173300154007	0.19789435206894895	0.9954635471741184	0.0330081400392241	0.1840325884576985
998000	-191579.36679957886	-191547.3808333052	-31.9859662736667	-191547.3808333052	2.8307561171845954	-31.240083252672363	1.7384364768676388	1.0	0.02498440365296564	1.01173300154007	0.19445599038490424	0.9839686845621722	0.03202777528175939	0.18069283681125456
999000	-191578.16093326674	-191543.28855852078	-34.872374745968486	-191543.28855852078	3.272452482785059	-34.115245939593805	1.770501753816343	1.0	0.02498440365296564	1.01173300154007	0.19671760677488126	0.9945087993792627	0.031141172931548933	0.17721073328049994
1000000	-191564.4957744118	-191531.1749876183	-33.32078679351321	-191531.1749876183	3.2113133287363773	-32.610673865257354	1.5156638536124611	1.0	0.02735909811122095	1.01173300154007	0.1873453339525786	0.9959039265813494	0.029869041755851058	0.17369602461287337
1001000	-191568.01290706138	-191534.79108111258	-33.22182594878708	-191534.79108111258	2.9936207023482266	-32.47450818365431	1.6448673523448536	1.0	0.02735909811122095	1.01173300154007	0.19474383921758537	0.9972553094196965	0.03177658848261548	0.1796980820961621
1002000	-191568.60548801618	-191536.25831130258	-32.34717671361064	-191536.25831130258	3.168014809818129	-31.606845419538246	1.7296103363120028	1.0	0.02247151516445987	1.01173300154007	0.1933440688435072	0.995888225541097	0.034302394689365634	0.18644686108914338
1003000	-191567.12048729716	-191534.5026963425	-32.61779095465209	-191534.5026963425	3.0858040471443733	-31.848730897882778	1.6519204656721507	1.0	0.02247151516445987	1.01173300154007	0.19913056359778464	0.9875089590938688	0.03579717327033525	0.19141990063286266
1004000	-191575.3475834698	-191541.82939807104	-33.518185398746276	-191541.82939807104	3.2929533301010725	-32.709315394960754	1.9020612467264248	1.0	0.02247151516445987	1.01173300154007	0.2072808663461884	0.9933027101980703	0.039206502057658146	0.19910598924442854
1005000	-191571.23361548907	-191539.2214330259	-32.01218246316229	-191539.2214330259	2.9386857485954456	-31.21855523358434	1.618517443106557	1.0	0.02247151516445987	1.01173300154007	0.20414230694345303	0.9951992882868761	0.037497794248480154	0.19564370171510623
1006000	-191571.42175572898	-191538.29048311152	-33.13127261746517	-191538.29048311152	2.8924752663583613	-32.405310156036286	1.3296612571279394	1.0	0.02247151516445987	1.01173300154007	0.19048035088556892	1.0041686380491628	0.03274149859970554	0.1814128069828874
1007000	-191568.97146953482	-191537.17399102967	-31.7974785051348	-191537.17399102967	2.9112465388410587	-31.084273376408724	1.8177566757862533	1.0	0.02247151516445987	1.01173300154007	0.18795499608503416	1.0049193210803953	0.034747669986902235	0.18677884302311015
1008000	-191577.0748632937	-191545.17878633243	-31.896076961263816	-191545.17878633243	3.285889064170438	-31.06312539126723	1.7527851718891982	1.0	0.02247151516445987	1.01173300154007	0.21228405368429176	1.0111689687425545	0.043644804642171055	0.20887366747618827
1009000	-191572.80100820112	-191537.86204964807	-34.93895855305173	-191537.86204964807	3.197935676603343	-34.13049970422089	1.7935615367713469	1.0	0.02247151516445987	1.01173300154007	0.20719591842555982	1.0067059112787247	0.0408627751395662	0.20225543578652186
1010000	-191563.82891583722	-191528.80938945524	-35.01952638196707	-191528.80938945524	3.3662831834573677	-34.20879435464966	1.6190475790103933	1.0	0.02247151516445987	1.01173300154007	0.20766577538875697	0.9890718201883358	0.04165750603561501	0.20607343105696388
1011000	-191563.7731492074	-191530.27204609546	-33.50110311195107	-191530.27204609546	3.1490263443289797	-32.69205585383323	1.6244223534561237	1.0	0.02247151516445987	1.01173300154007	0.20731749344695158	0.9912950065438649	0.03756927816316769	0.19620266681325668
1012000	-191564.36597845075	-191529.45827368757	-34.90770476316796	-191529.45827368757	3.1671497529161243	-34.17336873564561	1.9600681013038812	1.0	0.02247151516445987	0.9967506984296185	0.19514554444871782	0.9842595979941663	0.037176163818380334	0.19498575961673925
1013000	-191574.62965167905	-191539.22739796265	-35.402253716391016	-191539.22739796265	3.5541818904882674	-34.70168700551397	1.4531144282002126	1.0	0.02247151516445987	0.9967506984296185	0.1884177573764684	0.9853411989865504	0.034026062635813197	0.18681849147968727
1014000	-191569.72165978845	-191534.6592831064	-35.06237668206259	-191534.6592831064	3.2124546526321573	-34.341187645002634	1.5141352013899663	1.0	0.02247151516445987	0.9967506984296185	0.19251288709858846	0.9878269017020324	0.03139134357648647	0.18009035858784553
1015000	-191566.19286291144	-191530.7624594396	-35.43040347184582	-191530.7624594396	3.2548916673991357	-34.73436515962638	1.5186734187451236	1.0	0.02247151516445987	0.9967506984296185	0.18752419531607167	0.9878817611853418	0.029513070899693815	0.1746160670036196
1016000	-191564.4987580444	-191528.5350079353	-35.963750109101966	-191528.5350079353	3.2803394926370726	-35.11444059934277	1.4304260810749436	1.0	0.02247151516445987	0.9967506984296185	0.21887605075702574	0.9794095594888147	0.03847409452057963	0.19940471531698106
1017000	-191575.49503656218	-191539.88541847488	-35.60961808729248	-191539.88541847488	3.4204112938575078	-34.78166963895782	1.3111254779877677	1.0	0.02247151516445987	0.9967506984296185	0.21437320117409742	0.9846762463287875	0.03932207783132655	0.20142166435477224
1018000	-191560.5575672739	-191522.59211479273	-37.965452481177294	-191522.59211479273	3.3821775457071555	-37.2268063809464	1.816610910582981	1.0	0.02247151516445987	0.9967506984296185	0.19601232155980666	0.9879994721103886	0.034410907285225334	0.18914971107744244
1019000	-191561.67334991574	-191528.1562824649	-33.517067450863685	-191528.1562824649	3.2486652211480145	-32.86238944889044	1.7081415517935872	1.0	0.02247151516445987	0.9967506984296185	0.17945861218945258	0.9926564973667049	0.030850060254368844	0.17859032420954976
1020000	-191568.25000134096	-191531.8471341021	-36.402867238866435	-191531.8471341021	3.5417131429845012	-35.70184062435948	1.3957177620596524	1.0	0.02247151516445987	0.9967506984296185	0.18850862221082265	0.9956490692373512	0.03672959388416836	0.19304951674603013
1021000	-191576.07203865802	-191542.5634929537	-33.50854570433092	-191542.5634929537	3.3149402893956847	-32.82543617669428	1.529043487621117	1.0	0.02247151516445987	0.9967506984296185	0.18498436579018315	0.9896784747820276	0.036688651729341944	0.19394188690783876
1022000	-191565.6387671713	-191532.0687382717	-33.57002889960554	-191532.0687382717	3.2014715575885533	-32.90094840511562	1.7347466077458853	1.0	0.02247151516445987	0.9967506984296185	0.18224749579593932	0.9827448791818834	0.03645165960273637	0.19277504796176376
1023000	-191576.7392728876	-191539.9652965275	-36.77397636008823	-191539.9652965275	3.5242222944145287	-36.08380309630406	1.7919025504104114	1.0	0.02247151516445987	0.9967506984296185	0.18636993623319986	0.9630802475610056	0.03645905702397688	0.1939321437199368
1024000	-191564.0416529163	-191531.54254468542	-32.499108230859655	-191531.54254468542	3.3289547932785304	-31.754045983683778	1.5873503335373749	1.0	0.02247151516445987	0.9967506984296185	0.19730600358007508	0.977939205873858	0.04078669697330495	0.20439714718633958
1025000	-191579.86446127464	-191543.87416305614	-35.99029821851271	-191543.87416305614	3.301358237738665	-35.340835099737355	1.5667763048920802	1.0	0.02247151516445987	0.9967506984296185	0.17845404767816261	0.9836933488988431	0.03183634320338611	0.1803448979691175
1026000	-191568.5207765095	-191534.1404908957	-34.38028561382793	-191534.1404908957	3.937524819055049	-33.7143007516079	1.75514575883238	1.0	0.02247151516445987	0.9967506984296185	0.18164627345799989	0.956322538207508	0.033236978543050084	0.1819358094352129
1027000	-191563.79161614925	-191530.1255821829	-33.66603396634112	-191530.1255821829	3.866373893646988	-33.043950434198436	1.639228908138777	1.0	0.02247151516445987	0.9967506984296185	0.17322591166817428	0.9596555100344654	0.029331513778816713	0.17167582288810865
1028000	-191573.19199575798	-191535.96583071142	-37.22616504655318	-191535.96583071142	4.440570886859587	-36.598506043035655	1.3638352735639232	1.0	0.015822631511845767	0.9967506984296185	0.17428423705310742	0.9429749436622078	0.03020202513706708	0.17417201112418437
1029000	-191580.1533835695	-191543.4465538226	-36.70682974689846	-191543.4465538226	4.461520024899033	-36.04838479718627	1.4682228696643598	1.0	0.015822631511845767	0.9967506984296185	0.18018599133560978	0.9382172049892863	0.0318973549828334	0.18023066936122625
1030000	-191575.7117838536	-191538.36620515864	-37.34557869494037	-191538.36620515864	3.9089089079498724	-36.64901562820871	1.2851288260269096	1.0	0.015822631511845767	0.9967506984296185	0.1876276368113321	0.9565029151978504	0.03353587703936609	0.18453559951729728
1031000	-191574.4518885545	-191539.0435540073	-35.40833454719454	-191539.0435540073	3.9314926802054235	-34.70316502207993	1.6186674279110078	1.0	0.023590395289460202	0.9967506984296185	0.18932810450216578	0.951287879313855	0.034065462354522145	0.18715632008404112
1032000	-191582.85101016302	-191546.59363854866	-36.25737161436113	-191546.59363854866	3.7167489518366774	-35.51211561954112	1.5948534283681155	1.0	0.023590395289460202	0.9743969518377247	0.20188393423898202	0.9408240432532499	0.03792677058017309	0.19805422703515052
1033000	-191577.14804518476	-191540.60257722522	-36.5454679595408	-191540.60257722522	3.945902909511649	-35.80238421435466	1.3736016608742667	1.0	0.023590395289460202	0.9743969518377247	0.2014407547009032	0.9366295259642331	0.042782289798060674	0.20828454429474164
1034000	-191562.12692694366	-191525.8889582655	-36.23796867813516	-191525.8889582655	3.9462752565771626	-35.46402974938561	1.6145596516486556	1.0	0.023590395289460202	1.0499953414519803	0.1924141467193977	0.9407153163401663	0.03823957729043179	0.1979143442104264
1035000	-191570.69849199965	-191535.0863539276	-35.61213807206493	-191535.0863539276	3.774912118285014	-34.85160987926211	1.4393073744688543	1.0	0.023590395289460202	1.0499953414519803	0.18974692576881305	0.9416221144924322	0.037841176076051856	0.19590843146571793
1036000	-191569.9167193099	-191534.55472241878	-35.36199689112343	-191534.55472241878	3.9215489815349645	-34.559925789099665	1.6861109321864298	1.0	0.023590395289460202	1.0499953414519803	0.19806684539141828	0.9336606966349775	0.04189088906334701	0.2076322487277225
1037000	-191564.11885494133	-191528.0331874675	-36.0856674738558	-191528.0331874675	4.2901712458411385	-35.29761912322389	1.5667125448799923	1.0	0.026174064199244926	1.0499953414519803	0.19523950925728234	0.9305415814159781	0.03864700047021889	0.20038948555337036
1038000	-191561.32045234574	-191524.91231228024	-36.40814006550409	-191524.91231228024	3.9609589410629176	-35.62595879094699	1.2815333808449485	1.0	0.026174064199244926	1.0499953414519803	0.19406226893423137	0.9440199698223862	0.036416646773175985	0.19445905222984752
1039000	-191559.69724098282	-191523.45014124623	-36.247099736591636	-191523.45014124623	3.888629806012392	-35.43147874588893	1.6253811942207717	1.0	0.026174064199244926	1.063924312162913	0.197990160984781	0.9514303278777508	0.035477851516955095	0.19300956654326862
1040000	-191562.0816223319	-191523.95554715005	-38.12607518184025	-191523.95554715005	4.035309869210253	-37.29245325824347	1.1564224214042649	1.0	0.026174064199244926	1.063924312162913	0.20164692405498671	0.9446862707132164	0.03872722091967624	0.2027387342710431
1041000	-191563.5200516587	-191529.0874623072	-34.43258935153051	-191529.0874623072	4.002711975471377	-33.65994461560701	1.7264722041183385	1.0	0.024915400627186585	1.063924312162913	0.18938782834700052	0.9520114276063147	0.03208256334822039	0.18454514622554433
1042000	-191570.5279554812	-191535.58442172085	-34.943533760361966	-191535.58442172085	3.6719973016184477	-34.15322433981406	1.2923316775772338	1.0	0.024915400627186585	1.063924312162913	0.19290164987900985	0.947160671390261	0.03282046633707005	0.18766453935491328
1043000	-191571.21207762483	-191533.60271998547	-37.609357639356	-191533.60271998547	4.169083716998468	-36.91606906387943	1.3699086608401863	1.0	0.023238243520222003	1.063924312162913	0.173990825437478	0.9386812311604417	0.028825738320954197	0.17507331043958338
1044000	-191563.8116979839	-191527.49043698717	-36.32126099675043	-191527.49043698717	3.995549914638362	-35.64080529472612	1.3240779998924574	1.0	0.023238243520222003	1.063924312162913	0.17156185077324818	0.9477311060467755	0.0324517804243278	0.18310991087849596
1045000	-191558.3683519639	-191523.67934583133	-34.68900613256859	-191523.67934583133	3.881100392140124	-34.03011166098966	1.8570656673099604	1.0	0.023238243520222003	1.063924312162913	0.16751976595284349	0.9381384407800164	0.03245020046175989	0.18302331145248854
1046000	-191567.45204458575	-191530.7855118339	-36.66653275184961	-191530.7855118339	4.009296541258661	-35.96013715081784	1.6154006483209589	1.0	0.023238243520222003	1.0575652109185172	0.17770805284862032	0.9479771294267533	0.033133485290552496	0.18593365979082171
1047000	-191564.864804222	-191529.90870155633	-34.956102665661824	-191529.90870155633	3.482481993214816	-34.27648611224147	1.6849125449471416	1.0	0.023238243520222003	1.0575652109185172	0.17260454254339258	0.9503037546323779	0.03101758142750444	0.18208283850034424
1048000	-191562.64346609992	-191527.5238315893	-35.11963451062702	-191527.5238315893	3.429945842306844	-34.46776698685876	1.6658208462473352	1.0	0.023238243520222003	1.0575652109185172	0.16739534969498757	0.9551301185320186	0.031082287481112164	0.18060952266451277
1049000	-191570.75583951588	-191533.4445101325	-37.31132938338029	-191533.4445101325	3.6464764457985543	-36.69077875085249	1.851392465677372	1.0	0.023238243520222003	1.0575652109185172	0.1616146312077899	0.957945052345854	0.027619278526202166	0.17046946732915327
